subject_1_code,subject_1_name,subject_2_code,subject_2_name,similarity_score
97509,Innocence and Experience in Hispanophone Societies,97510,Diaspora of the Hispanic Imagination,0.8297873717923899
31250,Introduction to Data Analytics,32130,Fundamentals of Data Analytics,0.8216001612981476
97408,Show and Tell: Francophone Cultures on Display,97409,Francophone Cultures of Consumption,0.8026721586990777
97205,Japanese Language and Culture 5,97208,Japanese Language and Identity,0.7927834424651202
97206,Japanese Language and Culture 6,97208,Japanese Language and Identity,0.7927625129926696
97507,Human Rights in Hispanophone Societies,97508,US Latin American Relations,0.7791689708820057
97205,Japanese Language and Culture 5,97207,Japanese Films and Popular Culture,0.775398524376264
97204,Japanese Language and Culture 4,97208,Japanese Language and Identity,0.7753799614118929
97206,Japanese Language and Culture 6,97207,Japanese Films and Popular Culture,0.774333276320322
97806,Italian Popular Culture,97808,Italian Language and the Arts,0.7741599507315415
97203,Japanese Language and Culture 3,97208,Japanese Language and Identity,0.7707730517586726
97202,Japanese Language and Culture 2,97208,Japanese Language and Identity,0.7700690960448858
97805,Italy and Migration,97806,Italian Popular Culture,0.7593349376932778
97204,Japanese Language and Culture 4,97207,Japanese Films and Popular Culture,0.7560453175812142
97203,Japanese Language and Culture 3,97207,Japanese Films and Popular Culture,0.7523771007083134
97202,Japanese Language and Culture 2,97207,Japanese Films and Popular Culture,0.7505967870315436
97205,Japanese Language and Culture 5,97210,Transcultural Communication in Japanese,0.7503321879255089
97201,Japanese Language and Culture 1,97208,Japanese Language and Identity,0.7475917735577482
97206,Japanese Language and Culture 6,97210,Transcultural Communication in Japanese,0.7440729926808254
97405,French Language and Culture 5,97410,Places and Spaces of the Francophone World,0.7375689948531438
97402,French Language and Culture 2,97502,Spanish Language and Culture 2,0.7366057853991346
97406,French Language and Culture 6,97410,Places and Spaces of the Francophone World,0.7352128336647898
97401,French Language and Culture 1,97410,Places and Spaces of the Francophone World,0.7339414402429149
97401,French Language and Culture 1,97502,Spanish Language and Culture 2,0.7318068593847779
97403,French Language and Culture 3,97201,Japanese Language and Culture 1,0.7315879697225447
97402,French Language and Culture 2,97410,Places and Spaces of the Francophone World,0.7312708814280163
97201,Japanese Language and Culture 1,97207,Japanese Films and Popular Culture,0.731106875300992
97401,French Language and Culture 1,97501,Spanish Language and Culture 1,0.7302330243447316
41040,Introduction to Artificial Intelligence,42172,Introduction to Artificial Intelligence,0.7299368960599599
97801,Italian Language and Culture 1,97502,Spanish Language and Culture 2,0.7283665059977696
97403,French Language and Culture 3,97410,Places and Spaces of the Francophone World,0.7278000544056282
97402,French Language and Culture 2,97501,Spanish Language and Culture 1,0.7275759591714543
97201,Japanese Language and Culture 1,97502,Spanish Language and Culture 2,0.7270452862620408
97404,French Language and Culture 4,97201,Japanese Language and Culture 1,0.7263891265410153
97404,French Language and Culture 4,97410,Places and Spaces of the Francophone World,0.7244082866820671
97401,French Language and Culture 1,97201,Japanese Language and Culture 1,0.7238013916799476
97402,French Language and Culture 2,97201,Japanese Language and Culture 1,0.7211677289913462
97203,Japanese Language and Culture 3,97210,Transcultural Communication in Japanese,0.7205800612101708
97405,French Language and Culture 5,97407,Francophone Identities in Conflict,0.7204154571698517
97204,Japanese Language and Culture 4,97210,Transcultural Communication in Japanese,0.7199377507727744
97201,Japanese Language and Culture 1,97501,Spanish Language and Culture 1,0.7197813744618216
97401,French Language and Culture 1,97407,Francophone Identities in Conflict,0.7184790862078715
97406,French Language and Culture 6,97407,Francophone Identities in Conflict,0.718114092888654
97802,Italian Language and Culture 2,97502,Spanish Language and Culture 2,0.7175402337906713
97205,Japanese Language and Culture 5,97209,Japanese Media and Current Issues,0.7165757801741102
97801,Italian Language and Culture 1,97501,Spanish Language and Culture 1,0.7165131418217251
97403,French Language and Culture 3,97502,Spanish Language and Culture 2,0.7163744902982676
97402,French Language and Culture 2,97407,Francophone Identities in Conflict,0.7158647895463317
97804,Italian Language and Culture 4,97201,Japanese Language and Culture 1,0.7156158477114116
97401,French Language and Culture 1,97801,Italian Language and Culture 1,0.7155122846950314
97403,French Language and Culture 3,97501,Spanish Language and Culture 1,0.7150145848713452
97403,French Language and Culture 3,97503,Spanish Language and Culture 3,0.7146728489897429
97802,Italian Language and Culture 2,97201,Japanese Language and Culture 1,0.7141051022008453
97405,French Language and Culture 5,97505,Spanish Language and Culture 5,0.7134593499179479
97202,Japanese Language and Culture 2,97210,Transcultural Communication in Japanese,0.7133936267963125
97201,Japanese Language and Culture 1,97503,Spanish Language and Culture 3,0.7133004633970764
97402,French Language and Culture 2,97801,Italian Language and Culture 1,0.7129087831971083
97403,French Language and Culture 3,97407,Francophone Identities in Conflict,0.7124670843743697
97801,Italian Language and Culture 1,97201,Japanese Language and Culture 1,0.712182974257445
97406,French Language and Culture 6,97505,Spanish Language and Culture 5,0.7111802068933959
97206,Japanese Language and Culture 6,97209,Japanese Media and Current Issues,0.7110986158985688
97804,Italian Language and Culture 4,97502,Spanish Language and Culture 2,0.7110304669939222
97404,French Language and Culture 4,97502,Spanish Language and Culture 2,0.7109693645009154
97406,French Language and Culture 6,97506,Spanish Language and Culture 6,0.7107008453775485
97404,French Language and Culture 4,97501,Spanish Language and Culture 1,0.7096851915987552
97404,French Language and Culture 4,97503,Spanish Language and Culture 3,0.7093867267958711
97404,French Language and Culture 4,97407,Francophone Identities in Conflict,0.7090417099467798
97803,Italian Language and Culture 3,97201,Japanese Language and Culture 1,0.7089818506967479
97203,Japanese Language and Culture 3,97502,Spanish Language and Culture 2,0.708681673386036
97405,French Language and Culture 5,97506,Spanish Language and Culture 6,0.7066179309653701
97802,Italian Language and Culture 2,97501,Spanish Language and Culture 1,0.7058995710658681
97404,French Language and Culture 4,97504,Spanish Language and Culture 4,0.7057213176387138
97401,French Language and Culture 1,97802,Italian Language and Culture 2,0.7049135394424482
97807,Italophone Literature(s),97808,Italian Language and the Arts,0.704428652685491
97803,Italian Language and Culture 3,97502,Spanish Language and Culture 2,0.7039757514775923
97403,French Language and Culture 3,97804,Italian Language and Culture 4,0.7036406186106489
97602,German Language and Culture 2,97502,Spanish Language and Culture 2,0.7033851179555166
97201,Japanese Language and Culture 1,97504,Spanish Language and Culture 4,0.7032861797149943
97403,French Language and Culture 3,97803,Italian Language and Culture 3,0.7030136718956919
97201,Japanese Language and Culture 1,97210,Transcultural Communication in Japanese,0.7028429055528989
97403,French Language and Culture 3,97802,Italian Language and Culture 2,0.7027729123091981
97402,French Language and Culture 2,97802,Italian Language and Culture 2,0.7023486031092772
97202,Japanese Language and Culture 2,97502,Spanish Language and Culture 2,0.7017759086505782
97801,Italian Language and Culture 1,97203,Japanese Language and Culture 3,0.7012927417148785
97404,French Language and Culture 4,97804,Italian Language and Culture 4,0.6998405516477446
97804,Italian Language and Culture 4,97501,Spanish Language and Culture 1,0.6995662417169319
97404,French Language and Culture 4,97803,Italian Language and Culture 3,0.6992187545420473
97404,French Language and Culture 4,97802,Italian Language and Culture 2,0.698991757123754
97403,French Language and Culture 3,97504,Spanish Language and Culture 4,0.6988282664570409
97401,French Language and Culture 1,97804,Italian Language and Culture 4,0.6985890567669999
97802,Italian Language and Culture 2,97203,Japanese Language and Culture 3,0.6970528368867055
97203,Japanese Language and Culture 3,97501,Spanish Language and Culture 1,0.6966851699369792
97405,French Language and Culture 5,97205,Japanese Language and Culture 5,0.6964607679991095
97601,German Language and Culture 1,97502,Spanish Language and Culture 2,0.696075857941153
97402,French Language and Culture 2,97804,Italian Language and Culture 4,0.6960471330367853
97405,French Language and Culture 5,97502,Spanish Language and Culture 2,0.6959126069024353
97804,Italian Language and Culture 4,97504,Spanish Language and Culture 4,0.695737228208004
97401,French Language and Culture 1,97203,Japanese Language and Culture 3,0.6957120093950525
97405,French Language and Culture 5,97501,Spanish Language and Culture 1,0.6950647955050715
97401,French Language and Culture 1,97503,Spanish Language and Culture 3,0.6948865843697379
97804,Italian Language and Culture 4,97503,Spanish Language and Culture 3,0.6945199303400237
97403,French Language and Culture 3,97801,Italian Language and Culture 1,0.6942896859098127
97406,French Language and Culture 6,97205,Japanese Language and Culture 5,0.6942359268761473
97803,Italian Language and Culture 3,97503,Spanish Language and Culture 3,0.69390794870524
97405,French Language and Culture 5,97201,Japanese Language and Culture 1,0.693863415801827
97802,Italian Language and Culture 2,97503,Spanish Language and Culture 3,0.6937186283941502
97406,French Language and Culture 6,97502,Spanish Language and Culture 2,0.6936895168778912
97402,French Language and Culture 2,97203,Japanese Language and Culture 3,0.693180554244209
97406,French Language and Culture 6,97501,Spanish Language and Culture 1,0.6928444138106292
97803,Italian Language and Culture 3,97501,Spanish Language and Culture 1,0.6926563470128226
97404,French Language and Culture 4,97604,German Language and Culture 4,0.6926358783771055
97402,French Language and Culture 2,97503,Spanish Language and Culture 3,0.6923581326548032
97401,French Language and Culture 1,97803,Italian Language and Culture 3,0.6916888141082694
97406,French Language and Culture 6,97201,Japanese Language and Culture 1,0.6916468719100166
97805,Italy and Migration,97808,Italian Language and the Arts,0.6901087224554593
97205,Japanese Language and Culture 5,97505,Spanish Language and Culture 5,0.6898027376028096
97601,German Language and Culture 1,97201,Japanese Language and Culture 1,0.6896625765546774
97203,Japanese Language and Culture 3,97209,Japanese Media and Current Issues,0.6894159568625409
97402,French Language and Culture 2,97803,Italian Language and Culture 3,0.6891719979722681
97204,Japanese Language and Culture 4,97209,Japanese Media and Current Issues,0.6891256978143258
97803,Italian Language and Culture 3,97504,Spanish Language and Culture 4,0.6889576028227461
97404,French Language and Culture 4,97801,Italian Language and Culture 1,0.6887699532547586
97405,French Language and Culture 5,97804,Italian Language and Culture 4,0.6883958035102592
97801,Italian Language and Culture 1,97202,Japanese Language and Culture 2,0.6882048151889733
97402,French Language and Culture 2,97602,German Language and Culture 2,0.6881286017087115
97406,French Language and Culture 6,97206,Japanese Language and Culture 6,0.6870640937508686
97403,French Language and Culture 3,97203,Japanese Language and Culture 3,0.6868334560607943
97402,French Language and Culture 2,97202,Japanese Language and Culture 2,0.6865409394343075
97204,Japanese Language and Culture 4,97502,Spanish Language and Culture 2,0.6865260749359621
97406,French Language and Culture 6,97804,Italian Language and Culture 4,0.6861967258839281
97403,French Language and Culture 3,97604,German Language and Culture 4,0.686042741988328
97804,Italian Language and Culture 4,97203,Japanese Language and Culture 3,0.6859017508390919
97403,French Language and Culture 3,97603,German Language and Culture 3,0.6857937105030273
97803,Italian Language and Culture 3,97203,Japanese Language and Culture 3,0.6852571706919093
97801,Italian Language and Culture 1,97503,Spanish Language and Culture 3,0.6852263999012836
97401,French Language and Culture 1,97504,Spanish Language and Culture 4,0.6848443024052224
97602,German Language and Culture 2,97501,Spanish Language and Culture 1,0.6846545367460675
97603,German Language and Culture 3,97201,Japanese Language and Culture 1,0.684553255043963
97604,German Language and Culture 4,97201,Japanese Language and Culture 1,0.684521589026709
97601,German Language and Culture 1,97501,Spanish Language and Culture 1,0.6844636488945122
97404,French Language and Culture 4,97603,German Language and Culture 3,0.6840394007265524
97802,Italian Language and Culture 2,97504,Spanish Language and Culture 4,0.6839913965550799
97603,German Language and Culture 3,97502,Spanish Language and Culture 2,0.6838580785977042
97401,French Language and Culture 1,97602,German Language and Culture 2,0.6836981811226619
97401,French Language and Culture 1,97601,German Language and Culture 1,0.6835075599116686
97205,Japanese Language and Culture 5,97506,Spanish Language and Culture 6,0.6834202750231867
97405,French Language and Culture 5,97801,Italian Language and Culture 1,0.6833344380796814
97405,French Language and Culture 5,97206,Japanese Language and Culture 6,0.6832435825764914
97202,Japanese Language and Culture 2,97501,Spanish Language and Culture 1,0.683102271685185
97202,Japanese Language and Culture 2,97209,Japanese Media and Current Issues,0.683089487344922
97602,German Language and Culture 2,97801,Italian Language and Culture 1,0.6828712970318848
97402,French Language and Culture 2,97504,Spanish Language and Culture 4,0.6823523910777809
97401,French Language and Culture 1,97202,Japanese Language and Culture 2,0.6821480843340109
97404,French Language and Culture 4,97203,Japanese Language and Culture 3,0.6818518205494714
97405,French Language and Culture 5,97803,Italian Language and Culture 3,0.6815337345655634
97804,Italian Language and Culture 4,97505,Spanish Language and Culture 5,0.6813098609656443
97406,French Language and Culture 6,97801,Italian Language and Culture 1,0.681151528964868
97402,French Language and Culture 2,97601,German Language and Culture 1,0.6810205125273875
97405,French Language and Culture 5,97408,Show and Tell: Francophone Cultures on Display,0.6808466149174367
97403,French Language and Culture 3,97601,German Language and Culture 1,0.6804179899001086
97801,Italian Language and Culture 1,97504,Spanish Language and Culture 4,0.679967935490749
97601,German Language and Culture 1,97801,Italian Language and Culture 1,0.6799413807588095
97801,Italian Language and Culture 1,97204,Japanese Language and Culture 4,0.6795556842173198
97604,German Language and Culture 4,97502,Spanish Language and Culture 2,0.6794356667124656
97406,French Language and Culture 6,97803,Italian Language and Culture 3,0.6793565777908848
97602,German Language and Culture 2,97201,Japanese Language and Culture 1,0.6790051941655626
97203,Japanese Language and Culture 3,97503,Spanish Language and Culture 3,0.6787957637214406
97406,French Language and Culture 6,97408,Show and Tell: Francophone Cultures on Display,0.6786716531437113
97802,Italian Language and Culture 2,97202,Japanese Language and Culture 2,0.6781376082976777
97604,German Language and Culture 4,97503,Spanish Language and Culture 3,0.6778641780260691
97404,French Language and Culture 4,97505,Spanish Language and Culture 5,0.6778617917403579
97603,German Language and Culture 3,97503,Spanish Language and Culture 3,0.6775620864569429
97401,French Language and Culture 1,97408,Show and Tell: Francophone Cultures on Display,0.6773460632533188
97404,French Language and Culture 4,97204,Japanese Language and Culture 4,0.677213851064401
97201,Japanese Language and Culture 1,97505,Spanish Language and Culture 5,0.6771665449154455
97802,Italian Language and Culture 2,97204,Japanese Language and Culture 4,0.6770854136362784
97401,French Language and Culture 1,97505,Spanish Language and Culture 5,0.6766837765945197
97405,French Language and Culture 5,97802,Italian Language and Culture 2,0.6766254647249592
97206,Japanese Language and Culture 6,97505,Spanish Language and Culture 5,0.6765993262072322
97801,Italian Language and Culture 1,97505,Spanish Language and Culture 5,0.6762903187536434
97206,Japanese Language and Culture 6,97506,Spanish Language and Culture 6,0.676123895098149
97804,Italian Language and Culture 4,97205,Japanese Language and Culture 5,0.6759657090380489
97601,German Language and Culture 1,97802,Italian Language and Culture 2,0.6759647459293905
97405,French Language and Culture 5,97504,Spanish Language and Culture 4,0.6758964298522894
97404,French Language and Culture 4,97506,Spanish Language and Culture 6,0.675605867590714
97404,French Language and Culture 4,97601,German Language and Culture 1,0.6753526571832118
97803,Italian Language and Culture 3,97205,Japanese Language and Culture 5,0.6753343868049597
97204,Japanese Language and Culture 4,97501,Spanish Language and Culture 1,0.6750927315354844
97205,Japanese Language and Culture 5,97502,Spanish Language and Culture 2,0.6749751133702113
97201,Japanese Language and Culture 1,97506,Spanish Language and Culture 6,0.6749129345473447
97402,French Language and Culture 2,97408,Show and Tell: Francophone Cultures on Display,0.674881435422304
97803,Italian Language and Culture 3,97505,Spanish Language and Culture 5,0.6744940902644813
97406,French Language and Culture 6,97802,Italian Language and Culture 2,0.674463987398551
97401,French Language and Culture 1,97506,Spanish Language and Culture 6,0.6744317728794671
97604,German Language and Culture 4,97504,Spanish Language and Culture 4,0.6743545373608929
97402,French Language and Culture 2,97505,Spanish Language and Culture 5,0.6742215585953761
97804,Italian Language and Culture 4,97506,Spanish Language and Culture 6,0.6741897764277793
97401,French Language and Culture 1,97204,Japanese Language and Culture 4,0.6741497322628985
97801,Italian Language and Culture 1,97506,Spanish Language and Culture 6,0.6740396244663468
97406,French Language and Culture 6,97504,Spanish Language and Culture 4,0.6737372814248507
97601,German Language and Culture 1,97804,Italian Language and Culture 4,0.6735470712549814
97603,German Language and Culture 3,97804,Italian Language and Culture 4,0.6734363726490431
97603,German Language and Culture 3,97803,Italian Language and Culture 3,0.6728376309751891
97602,German Language and Culture 2,97802,Italian Language and Culture 2,0.6727928971349018
97603,German Language and Culture 3,97802,Italian Language and Culture 2,0.6726163415646043
97603,German Language and Culture 3,97501,Spanish Language and Culture 1,0.6725088069294741
97601,German Language and Culture 1,97503,Spanish Language and Culture 3,0.672202907141471
97402,French Language and Culture 2,97506,Spanish Language and Culture 6,0.6719777491422122
97804,Italian Language and Culture 4,97202,Japanese Language and Culture 2,0.6719035262895221
97402,French Language and Culture 2,97204,Japanese Language and Culture 4,0.6716967347738078
